Brand_Name_s__s,Equipment_Family_s,Nominal_Speed_of_Rotation_in_Revolutions_per_Minute__rpm__d,Operating_Mode_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model__Bare_Pump__m,Individual_Model_Number__Driver___If_Applicable_m,Individual_Model_Number__Controls___If_Applicable_m,Alternate_Single_Individual_Model_Number_for_Bare_Pump_with_Driver_or_Bare_Pump_with_Driver_and_Controls_m,Pump_Configuration_s,Pump_Energy_Index__PEI__as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Pump_Total_Head_in_Feet_at_Best_Efficiency_Point__BEP__and_Nominal_Speed_as_Determined_in_Accordance_with_the_Test_Procedure_in_Section_431_464_d,Volume_per_Unit_Time__Flow_Rate__in_Gallons_per_Minute__gpm__at_Best_Efficiency_Point__BEP__and_Nominal_Speed_d,Full_Impeller_Diameter_in_Inches__in___d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Calculated_Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_BP_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_EM_Pumps___Driver_Power_Input_at_the_75__Load_Point__or_at_65__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_100__Load_Point__or_at_90__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Driver_Power_Input_at_the_110__Load_Point__or_at_100__Load_Point_if_BEP_is_at_Run_Out___Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_EM_Pumps___Was_the_PEICL_Calculated_or_Tested__s,For_EM_Pumps___Constant_Load_Pump_Energy_Rating__PERCL___Optional__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_25__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_50__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input_to_the_Controls_at_75__Load_Point__in_Horsepower__hp___corrected_in_accordance_with_the_test_procedure__if_applicable__d,For_C_and_NC_Pumps___Driver_Power_Input__measured_as_the_input_power_to_the_driver_and_controls__at_100__Load_Point__Corrected_to_Nominal_Speed__in_Horsepower__hp__d,For_C_and_NC_Pumps___Was_the_PEIVL_Calculated_or_Tested__s,For_C_or_NC_Pumps___Variable_Load_Pump_Energy_Rating__PERVL___Optional__d,Pump_Efficiency_at_Best_Efficiency_Point__BEP__in_percent______Optional__d,For_RSV_and_ST_Pumps__the_Number_of_Stages_Tested_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
Armstrong,In-line,1800.0,Constant Load,4300-4x4x8-4P-BP,4300-4x4x8-4P-BP,,,,BP-bare pump,0.98,58.15,546.59,8.188,9.72,11.07,11.54,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-4x4x8-4P-BP,4380-4x4x8-4P-BP,,,,BP-bare pump,0.98,58.15,546.59,8.188,9.72,11.07,11.54,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-5x5x8-4P-BP,4300-5x5x8-4P-BP,,,,BP-bare pump,1.0,51.51,410.67,8.188,6.92,7.66,7.81,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-6x6x8-4P-BP,4300-6x6x8-4P-BP,,,,BP-bare pump,0.96,49.91,1035.6,8.188,15.68,16.89,17.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-6x6x8-4P-BP,4380-6x6x8-4P-BP,,,,BP-bare pump,0.96,49.91,1035.6,8.188,15.68,16.89,17.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4300-2x2x10-2P-BP,4300-2x2x10-2P-BP,,,,BP-bare pump,0.9,393.31,257.01,10.188,40.51,47.7,50.07,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-2x2x10-4P-BP,4300-2x2x10-4P-BP,,,,BP-bare pump,0.92,97.52,133.72,10.188,5.41,6.23,6.56,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4380-3x3x10-2P-BP,4380-3x3x10-2P-BP,,,,BP-bare pump,0.95,405.33,528.77,10.156,72.42,85.81,90.41,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-3x3x10-4P-BP,4380-3x3x10-4P-BP,,,,BP-bare pump,0.91,106.36,264.47,10.188,9.1,10.92,11.53,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4380-4x4x10-2P-BP,4380-4x4x10-2P-BP,,,,BP-bare pump,0.96,389.45,677.25,10.188,84.77,99.86,104.87,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-4x4x10-4P-BP,4380-4x4x10-4P-BP,,,,BP-bare pump,0.98,96.12,350.25,10.188,11.18,12.9,13.53,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-6x6x10-4P-BP,4300-6x6x10-4P-BP,,,,BP-bare pump,0.96,94.15,673.19,10.188,18.66,21.32,22.17,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-4x4x11.5-4P-BP,4380-4x4x11.5-4P-BP,,,,BP-bare pump,0.91,130.37,432.86,11.5,17.08,20.18,21.29,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-5x5x11.5-4P-BP,4300-5x5x11.5-4P-BP,,,,BP-bare pump,0.99,115.44,657.98,11.5,23.34,26.93,27.96,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-5x5x11.5-4P-BP,4380-5x5x11.5-4P-BP,,,,BP-bare pump,0.99,115.44,657.98,11.5,23.34,26.93,27.96,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-6x6x11.5-4P-BP,4380-6x6x11.5-4P-BP,,,,BP-bare pump,0.94,112.39,966.9,11.5,30.12,34.76,36.29,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-8x8x11.5-4P-BP,4380-8x8x11.5-4P-BP,,,,BP-bare pump,0.99,107.57,1940.9,11.5,60.06,66.42,68.95,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-3x3x13-4P-BP,4380-3x3x13-4P-BP,,,,BP-bare pump,0.96,159.16,293.99,13.188,17.92,20.7,21.75,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-4x4x13-4P-BP,4380-4x4x13-4P-BP,,,,BP-bare pump,0.92,172.68,592.05,13.188,31.0,36.71,38.81,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-5x5x13-4P-BP,4380-5x5x13-4P-BP,,,,BP-bare pump,0.96,153.13,920.53,13.188,41.24,47.04,48.77,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-4x4x13L-4P-BP,4300-4x4x13L-4P-BP,,,,BP-bare pump,0.96,150.28,574.17,13.188,27.37,31.53,32.81,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-4x4x13L-4P-BP,4380-4x4x13L-4P-BP,,,,BP-bare pump,0.96,150.28,574.17,13.188,27.37,31.53,32.81,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-6x6x13-4P-BP,4380-6x6x13-4P-BP,,,,BP-bare pump,0.97,145.88,1194.36,13.188,50.56,56.82,58.36,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-5x5x13H-4P-BP,4300-5x5x13H-4P-BP,,,,BP-bare pump,0.96,160.97,1067.45,13.188,49.21,56.82,59.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-5x5x13H-4P-BP,4380-5x5x13H-4P-BP,,,,BP-bare pump,0.96,160.97,1067.45,13.188,49.21,56.82,59.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4300-8x8x13-4P-BP,4300-8x8x13-4P-BP,,,,BP-bare pump,0.95,143.34,2200.94,13.188,85.3,96.98,100.31,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-1.5x1x6-2P-BP,4030-1.5x1x6-2P-BP,,,,BP-bare pump,0.96,133.13,109.84,6.188,5.97,6.86,7.18,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x1.5x6-2P-BP,4030-3x1.5x6-2P-BP,,,,BP-bare pump,0.96,143.66,197.16,6.188,9.95,11.55,12.08,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x2x6-4P-BP,4030-3x2x6-4P-BP,,,,BP-bare pump,0.98,31.17,127.23,6.188,1.47,1.66,1.72,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x2.5x6-2P-BP,4030-3x2.5x6-2P-BP,,,,BP-bare pump,0.98,122.86,409.42,6.188,16.57,18.3,18.66,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-4x3x6-2P-BP,4030-4x3x6-2P-BP,,,,BP-bare pump,0.95,125.78,566.49,6.188,21.42,24.03,25.16,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x1.5x8-2P-BP,4030-3x1.5x8-2P-BP,,,,BP-bare pump,0.91,273.1,255.79,8.188,24.41,28.25,29.58,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x2x8-2P-BP,4030-3x2x8-2P-BP,,,,BP-bare pump,0.98,259.27,448.29,8.188,37.31,43.24,45.91,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x2x8-4P-BP,4030-3x2x8-4P-BP,,,,BP-bare pump,0.95,63.02,178.1,8.188,3.89,4.54,4.79,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-6x4x8-4P-BP,4030-6x4x8-4P-BP,,,,BP-bare pump,0.96,58.98,630.7,8.188,11.09,12.17,12.83,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-2x1x10-4P-BP,4030-2x1x10-4P-BP,,,,BP-bare pump,0.93,99.31,77.96,10.188,4.33,4.99,5.24,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x1.5x10-2P-BP,4030-3x1.5x10-2P-BP,,,,BP-bare pump,0.86,429.36,237.82,10.188,38.6,46.25,48.85,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,3600.0,Constant Load,4030-3x2x10-2P-BP,4030-3x2x10-2P-BP,,,,BP-bare pump,0.95,411.48,493.85,10.188,67.51,79.95,84.1,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x2x10-4P-BP,4030-3x2x10-4P-BP,,,,BP-bare pump,0.88,106.88,267.11,10.188,8.95,10.67,11.23,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x2.5x10-4P-BP,4030-3x2.5x10-4P-BP,,,,BP-bare pump,0.97,93.27,306.53,10.188,9.61,11.01,11.49,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-5x4x11.5-4P-BP,4030-5x4x11.5-4P-BP,,,,BP-bare pump,0.98,115.45,684.61,11.5,23.81,27.27,28.25,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-6x5x11.5-4P-BP,4030-6x5x11.5-4P-BP,,,,BP-bare pump,0.97,112.59,1034.39,11.5,32.54,38.04,39.5,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-8x6x11.5-4P-BP,4030-8x6x11.5-4P-BP,,,,BP-bare pump,0.97,105.27,2055.82,11.5,59.93,67.3,70.09,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-3x1.5x13-4P-BP,4030-3x1.5x13-4P-BP,,,,BP-bare pump,0.96,176.54,186.51,13.188,15.8,18.18,18.88,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-4x3x13-4P-BP,4030-4x3x13-4P-BP,,,,BP-bare pump,0.97,172.71,592.09,13.188,32.4,38.37,40.42,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-6x4x13-4P-BP,4030-6x4x13-4P-BP,,,,BP-bare pump,0.95,152.92,934.43,13.188,41.18,47.08,48.75,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-6x5x13H-4P-BP,4030-6x5x13H-4P-BP,,,,BP-bare pump,0.97,149.63,1663.39,13.188,69.6,78.57,81.18,,,,,,,,,,,,,,,No,No
Armstrong,End suction frame mounted/own bearings,1800.0,Constant Load,4030-8x6x15-4P-BP,4030-8x6x15-4P-BP,,,,BP-bare pump,0.94,229.08,2039.72,15.5,123.5,145.91,152.86,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x3x5L-2P-BP,4280-3x3x5L-2P-BP,,,,BP-bare pump,0.99,51.38,284.23,4.75,5.62,5.72,5.6,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-1.5x1x6-2P-BP,4280-1.5x1x6-2P-BP,,,,BP-bare pump,0.97,133.13,109.84,6.188,5.97,6.86,7.18,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x1.5x6-2P-BP,4280-3x1.5x6-2P-BP,,,,BP-bare pump,0.97,143.66,197.16,6.188,9.95,11.55,12.08,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x2x6-2P-BP,4280-3x2x6-2P-BP,,,,BP-bare pump,0.99,123.9,253.02,6.188,10.71,12.2,12.69,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-4x3x6-2P-BP,4280-4x3x6-2P-BP,,,,BP-bare pump,0.96,125.78,566.49,6.188,21.42,24.03,25.16,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-4x3x6-4P-BP,4280-4x3x6-4P-BP,,,,BP-bare pump,0.94,32.14,271.46,6.188,2.7,3.04,3.14,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-1.5x1x8-2P-BP,4280-1.5x1x8-2P-BP,,,,BP-bare pump,0.95,262.13,151.9,8.188,16.97,19.51,20.88,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-1.5x1x8-4P-BP,4280-1.5x1x8-4P-BP,,,,BP-bare pump,0.95,65.37,80.8,8.188,2.4,2.73,2.87,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x1.5x8-2P-BP,4280-3x1.5x8-2P-BP,,,,BP-bare pump,0.95,273.1,255.79,8.188,25.17,29.09,30.47,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x2x8-2P-BP,4280-3x2x8-2P-BP,,,,BP-bare pump,0.98,259.27,448.29,8.188,37.31,43.24,45.91,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-5x4x8-2P-BP,4280-5x4x8-2P-BP,,,,BP-bare pump,0.98,229.51,1181.87,8.188,79.52,89.28,92.91,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-8x8x8-4P-BP,4280-8x8x8-4P-BP,,,,BP-bare pump,0.99,43.44,1335.86,8.156,18.96,19.75,19.7,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-3x1.5x10-4P-BP,4280-3x1.5x10-4P-BP,,,,BP-bare pump,0.9,103.28,132.58,10.188,5.48,6.48,6.85,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-3x2x10-2P-BP,4280-3x2x10-2P-BP,,,,BP-bare pump,0.96,411.48,493.85,10.188,67.51,79.95,84.1,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-3x2x10-4P-BP,4280-3x2x10-4P-BP,,,,BP-bare pump,0.88,106.88,267.11,10.188,8.95,10.67,11.23,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-4x3x10-4P-BP,4280-4x3x10-4P-BP,,,,BP-bare pump,0.99,89.34,464.61,10.188,13.1,14.94,15.6,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,3600.0,Constant Load,4280-5x4x10-2P-BP,4280-5x4x10-2P-BP,,,,BP-bare pump,0.95,383.25,1393.64,10.188,148.68,172.08,180.15,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-5x4x10-4P-BP,4280-5x4x10-4P-BP,,,,BP-bare pump,0.94,93.35,726.6,10.188,18.74,22.0,22.86,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-8x6x10-4P-BP,4280-8x6x10-4P-BP,,,,BP-bare pump,0.99,82.72,1704.27,10.188,40.89,45.18,46.08,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-4x3x11.5-4P-BP,4280-4x3x11.5-4P-BP,,,,BP-bare pump,0.91,131.26,437.51,11.5,17.41,20.36,21.33,,,,,,,,,,,,,,,No,No
Armstrong,End suction close-coupled,1800.0,Constant load,4280-5x4x11.5-4P-BP,4280-5x4x11.5-4P-BP,,,,BP-bare pump,0.98,115.45,684.61,11.5,23.81,27.27,28.25,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-6x6x8-4P-BP,4392-6x6x8-4P-BP,,,,BP-bare pump,0.96,49.91,1035.6,8.188,15.68,16.89,17.2,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4392-2x2x10-2P-BP,4392-2x2x10-2P-BP,,,,BP-bare pump,0.9,393.31,257.01,10.188,40.51,47.7,50.07,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4312-2x2x10-4P-BP,4312-2x2x10-4P-BP,,,,BP-bare pump,0.92,97.52,133.72,10.188,5.41,6.23,6.56,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-2x2x10-4P-BP,4392-2x2x10-4P-BP,,,,BP-bare pump,0.92,97.52,133.72,10.188,5.41,6.23,6.56,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-3x3x10-4P-BP,4392-3x3x10-4P-BP,,,,BP-bare pump,0.91,106.36,264.47,10.188,9.1,10.92,11.53,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4312-4x4x10-2P-BP,4312-4x4x10-2P-BP,,,,BP-bare pump,0.96,389.45,677.25,10.188,84.77,99.86,104.87,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4392-4x4x10-2P-BP,4392-4x4x10-2P-BP,,,,BP-bare pump,0.96,389.45,677.25,10.188,84.77,99.86,104.87,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-4x4x10-4P-BP,4392-4x4x10-4P-BP,,,,BP-bare pump,0.98,96.12,350.25,10.188,11.18,12.9,13.53,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4392-5x5x13-4P-BP,4392-5x5x13-4P-BP,,,,BP-bare pump,0.96,153.13,920.53,13.188,41.24,47.04,48.77,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-4x4x6-2P-BP,4302-4x4x6-2P-BP,,,,BP-bare pump,0.94,115.94,375.71,6.18,14.39,15.93,16.52,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-4x4x6-4P-BP,4302-4x4x6-4P-BP,,,,BP-bare pump,0.95,28.99,187.86,6.18,1.88,2.08,2.16,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-4x4x6-4P-BP,4382-4x4x6-4P-BP,,,,BP-bare pump,0.95,28.99,187.86,6.18,1.88,2.08,2.16,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-6x6x6-2P-BP,4302-6x6x6-2P-BP,,,,BP-bare pump,0.98,125.88,608.56,6.188,23.98,27.72,29.01,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-6x6x6-4P-BP,4302-6x6x6-4P-BP,,,,BP-bare pump,0.98,31.51,304.32,6.188,3.1,3.57,3.73,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-6x6x6-4P-BP,4382-6x6x6-4P-BP,,,,BP-bare pump,0.98,31.51,304.32,6.188,3.1,3.57,3.73,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-3x3x8-4P-BP,4382-3x3x8-4P-BP,,,,BP-bare pump,0.96,65.09,143.66,8.188,3.54,4.15,4.34,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-4x4x8-4P-BP,4382-4x4x8-4P-BP,,,,BP-bare pump,0.94,62.72,305.44,8.188,5.95,6.92,7.22,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-6x6x8-2P-BP,4302-6x6x8-2P-BP,,,,BP-bare pump,0.97,227.99,1142.57,8.188,79.1,89.1,93.57,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-6x6x8-4P-BP,4302-6x6x8-4P-BP,,,,BP-bare pump,0.98,58.15,546.59,8.188,9.72,11.07,11.54,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-3x3x10-2P-BP,4302-3x3x10-2P-BP,,,,BP-bare pump,0.9,393.31,257.01,10.188,40.51,47.7,50.07,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-3x3x10-4P-BP,4302-3x3x10-4P-BP,,,,BP-bare pump,0.92,97.01,133.32,10.188,5.37,6.18,6.51,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-3x3x10-4P-BP,4382-3x3x10-4P-BP,,,,BP-bare pump,0.92,97.01,133.32,10.188,5.37,6.18,6.51,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-4x4x10-2P-BP,4302-4x4x10-2P-BP,,,,BP-bare pump,0.95,405.33,528.77,10.188,72.42,85.81,90.41,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-4x4x10-4P-BP,4302-4x4x10-4P-BP,,,,BP-bare pump,0.91,106.36,264.47,10.188,9.1,10.92,11.53,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4302-6x6x10-2P-BP,4302-6x6x10-2P-BP,,,,BP-bare pump,0.96,389.45,677.25,10.188,84.77,99.86,104.87,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-6x6x10-4P-BP,4302-6x6x10-4P-BP,,,,BP-bare pump,0.98,95.04,348.28,10.188,11.0,12.69,13.32,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-6x6x10-4P-BP,4382-6x6x10-4P-BP,,,,BP-bare pump,0.98,95.04,348.28,10.188,11.0,12.69,13.32,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4382-8x8x10-4P-BP,4382-8x8x10-4P-BP,,,,BP-bare pump,0.96,94.15,673.19,10.188,18.66,21.32,22.17,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-8x8x11.5-4P-BP,4302-8x8x11.5-4P-BP,,,,BP-bare pump,0.94,112.39,966.9,11.5,30.12,34.76,36.29,,,,,,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4302-8x8x13-4P-BP,4302-8x8x13-4P-BP,,,,BP-bare pump,0.97,145.88,1194.36,13.188,50.56,56.82,58.36,,,,,,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4360-1.5D-2P-BP,,,,4360-1.5D-2P-*hp,EM-pump sold with an electric motor (no controls),0.94,180.26,98.14,7.0,,,,,8.63,9.56,9.99,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4360-2D-2P-BP,,,,4360-2D-2P-*hp,EM-pump sold with an electric motor (no controls),0.98,189.67,182.34,7.0,,,,,13.73,15.92,16.71,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4360-3D-2P-BP,,,,4360-3D-2P-*hp,EM-pump sold with an electric motor (no controls),0.99,139.41,290.34,6.5,,,,,14.26,16.22,16.87,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4380-3x3x5L-2P-BP,,,,4380-3x3x5L-2P-*hp,EM-pump sold with an electric motor (no controls),0.94,51.36,284.16,4.75,,,,,5.62,5.72,5.6,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4300-1.5x1.5x6-2P-BP,,,,4300-1.5x1.5x6-2P-*hp,EM-pump sold with an electric motor (no controls),0.96,128.0,79.97,6.188,,,,,5.0,5.61,5.8,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4380-1.5x1.5x6-2P-BP,,,,4380-1.5x1.5x6-2P-*hp,EM-pump sold with an electric motor (no controls),0.96,128.0,79.97,6.188,,,,,5.0,5.61,5.8,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4300-2x2x6-2P-BP,,,,4300-2x2x6-2P-*hp,EM-pump sold with an electric motor (no controls),0.96,149.22,172.69,6.18,,,,,9.96,11.23,11.8,C,,,,,,,,,,No,No
Armstrong,In-line,3600.0,Constant Load,4380-2x2x6-2P-BP,,,,4380-2x2x6-2P-*hp,EM-pump sold with an electric motor (no controls),0.96,149.22,172.69,6.18,,,,,9.96,11.23,11.8,C,,,,,,,,,,No,No
Armstrong,In-line,1800.0,Constant Load,4380-2x2x6-4P-BP,,,,4380-2x2x6-4P-*hp,EM-pump sold with an electric motor (no controls),0.99,37.39,88.69,6.18,,,,,1.35,1.54,1.63,C,,,,,,,,,,No,No
